age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary
38,Private,39606,Bsc,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,<=50
51,Self-emp-not-inc,127149,11th,7,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,45,United-States,>50
31,?,233371,H.S,9,Married-civ-spouse,?,Wife,Black,Female,0,0,45,United-States,<=50
49,Self-emp-not-inc,182752,Dr,16,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,35,United-States,>50
26,Private,269060,Bsc,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50
28,Private,179949,H.S,9,Divorced,Transport-moving,Unmarried,Black,Female,0,0,20,United-States,<=50
22,Federal-gov,32950,s-c,10,Married-civ-spouse,Sales,Husband,White,Male,0,1902,37,United-States,<=50
26,Private,160445,H.S,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50
45,Private,223999,9th,5,Married-civ-spouse,Other-service,Husband,White,Male,0,1848,40,United-States,>50
39,Private,81487,s-c,10,Divorced,Exec-managerial,Unmarried,White,Female,0,625,40,United-States,<=50
23,Private,314539,H.S,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50
62,?,337721,H.S,9,Married-civ-spouse,?,Husband,White,Male,0,0,8,United-States,<=50
42,Local-gov,100793,Bsc,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50
39,Federal-gov,255407,H.S,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50
43,Federal-gov,92775,Ass-vc,11,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50
33,Self-emp-not-inc,33308,s-c,10,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,70,United-States,<=50
68,State-gov,493363,Bsc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,20,United-States,<=50
30,?,159589,Msc,14,Married-civ-spouse,?,Husband,White,Male,0,0,46,United-States,>50
32,Private,107218,Bsc,13,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,0,0,40,United-States,<=50
25,Private,123586,s-c,10,Never-married,Adm-clerical,Unmarried,Other,Male,0,0,40,United-States,<=50
53,Private,158352,5th-6th,3,Married-civ-spouse,Other-service,Other-relative,White,Female,0,0,24,Italy,<=50
38,Private,76317,Ass-vc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,>50
62,?,176753,H.S,9,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,<=50
20,Private,122346,H.S,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50
26,Private,463194,H.S,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50
23,Private,162228,H.S,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50
43,State-gov,115005,H.S,9,Divorced,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50
29,State-gov,183285,s-c,10,Never-married,Protective-serv,Not-in-family,White,Male,0,0,36,United-States,<=50
34,Private,169605,10th,6,Separated,Other-service,Unmarried,White,Female,0,0,36,United-States,<=50
24,Private,450695,s-c,10,Never-married,Sales,Own-child,White,Male,0,0,35,United-States,<=50
44,Local-gov,124692,Msc,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,United-States,>50
19,Private,63918,s-c,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50
47,Private,102569,Bsc,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50
40,Private,289309,s-c,10,Divorced,Other-service,Not-in-family,White,Female,0,0,48,United-States,<=50
45,Private,101825,H.S,9,Widowed,Sales,Unmarried,White,Female,0,0,45,United-States,<=50
43,Private,206833,H.S,9,Separated,Handlers-cleaners,Unmarried,Black,Female,0,0,45,United-States,<=50
22,?,77873,9th,5,Never-married,?,Not-in-family,White,Male,0,0,30,United-States,<=50
50,Private,145333,Dr,16,Divorced,Prof-specialty,Other-relative,White,Male,10520,0,50,United-States,>50
72,?,194548,s-c,10,Married-spouse-absent,?,Not-in-family,White,Male,0,0,3,United-States,<=50
29,Private,206351,Bsc,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50
47,Private,198200,Bsc,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,<=50
24,Private,140001,H.S,9,Never-married,Sales,Own-child,White,Male,0,0,35,El-Salvador,<=50
22,?,287988,s-c,10,Never-married,?,Not-in-family,White,Male,0,0,15,United-States,<=50
21,Private,143604,H.S,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50
30,Self-emp-not-inc,146161,H.S,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,50,United-States,>50
37,Private,196529,s-c,10,Widowed,Other-service,Not-in-family,White,Female,2354,0,40,?,<=50
74,Self-emp-not-inc,192413,Prof-school,15,Divorced,Prof-specialty,Other-relative,White,Male,0,0,40,United-States,<=50
70,Self-emp-not-inc,139889,s-c,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,2653,0,70,United-States,<=50
27,Private,104917,Ass-vc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50
32,Local-gov,161478,Bsc,13,Divorced,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,0,0,46,United-States,<=50
30,Private,35644,11th,7,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,50,United-States,<=50
29,Local-gov,116751,Ass-vc,11,Divorced,Protective-serv,Unmarried,White,Male,0,0,56,United-States,<=50
18,Private,238867,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,1602,40,United-States,<=50
31,Private,265706,H.S,9,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,40,United-States,>50
39,State-gov,179668,s-c,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,70,United-States,<=50
21,Private,57951,s-c,10,Never-married,Other-service,Own-child,White,Female,0,0,30,United-States,<=50
31,Private,176711,H.S,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,38,United-States,<=50
33,Local-gov,368675,s-c,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50
39,Private,216149,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,70,United-States,>50
29,Private,173851,H.S,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50
34,Private,90705,s-c,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,1485,40,United-States,<=50
52,State-gov,216342,Bsc,13,Widowed,Exec-managerial,Unmarried,White,Female,0,0,55,United-States,<=50
35,Private,140752,H.S,9,Never-married,Sales,Not-in-family,White,Male,0,0,25,United-States,<=50
33,Private,116508,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50
40,?,224361,9th,5,Divorced,?,Unmarried,White,Female,0,0,5,Cuba,<=50
43,Private,180303,Bsc,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,50,United-States,>50
66,?,196736,1st-4th,2,Never-married,?,Not-in-family,Black,Male,0,0,30,United-States,<=50
51,Local-gov,110327,Bsc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50
36,Private,185607,H.S,9,Never-married,Other-service,Unmarried,White,Female,0,0,30,United-States,<=50
17,Local-gov,244856,11th,7,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,<=50
32,Private,198068,H.S,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50
39,Private,97136,H.S,9,Never-married,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States,<=50
19,Self-emp-inc,164658,s-c,10,Never-married,Farming-fishing,Own-child,White,Male,0,0,60,United-States,<=50
54,Private,235693,11th,7,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,>50
45,Private,197038,Bsc,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,>50
47,Local-gov,97419,Bsc,13,Divorced,Prof-specialty,Not-in-family,Black,Female,0,0,40,United-States,<=50
49,Self-emp-not-inc,208872,H.S,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,1672,98,United-States,<=50
32,Private,205528,H.S,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50
28,Self-emp-inc,146042,H.S,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50
39,Self-emp-inc,222641,Bsc,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50
27,Self-emp-inc,376936,H.S,9,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,<=50
42,Local-gov,138077,Msc,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,38,United-States,>50
24,Private,155913,Bsc,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,44,United-States,<=50
45,Private,36006,Bsc,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,>50
19,Private,214678,H.S,9,Never-married,Other-service,Own-child,White,Male,0,0,30,United-States,<=50
46,Private,369538,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50
50,Private,166565,H.S,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50
32,Private,257043,H.S,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,42,United-States,<=50
47,Self-emp-inc,181130,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,50,United-States,>50
69,?,254834,Bsc,13,Married-civ-spouse,?,Husband,White,Male,10605,0,10,United-States,>50
43,Self-emp-not-inc,38876,H.S,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,<=50
29,Private,187073,Bsc,13,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50
43,Federal-gov,156996,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,2415,55,?,>50
90,Private,313749,Bsc,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,10,United-States,<=50
41,Private,331651,Prof-school,15,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,50,Japan,>50
24,Private,243368,Preschool,1,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,36,Mexico,<=50
24,Private,32921,s-c,10,Never-married,Farming-fishing,Own-child,White,Male,0,0,50,United-States,<=50
24,Private,117167,s-c,10,Never-married,Other-service,Not-in-family,White,Female,0,0,53,United-States,<=50
35,Private,401930,H.S,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,1887,42,United-States,>50
30,Private,114691,Bsc,13,Never-married,Adm-clerical,Other-relative,White,Male,0,0,40,United-States,<=50
46,Private,99385,Bsc,13,Separated,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50
19,Local-gov,210308,s-c,10,Never-married,Adm-clerical,Own-child,White,Female,0,1721,30,United-States,<=50
39,Private,252327,9th,5,Separated,Craft-repair,Own-child,White,Male,0,0,35,Mexico,<=50
43,Private,90582,H.S,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50
35,Private,190194,H.S,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50
65,Private,264188,H.S,9,Widowed,Sales,Not-in-family,White,Female,0,0,24,United-States,<=50
34,Private,243776,H.S,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50
41,Private,67065,Ass-vc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50
24,Self-emp-not-inc,204209,s-c,10,Never-married,Farming-fishing,Own-child,White,Male,0,0,60,United-States,<=50
24,Private,226668,H.S,9,Never-married,Other-service,Not-in-family,Amer-Indian-Eskimo,Male,0,0,35,United-States,<=50
34,Self-emp-inc,174215,Msc,14,Never-married,Exec-managerial,Not-in-family,White,Female,4787,0,45,France,>50
33,Private,315143,H.S,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,Cuba,>50
37,Private,118681,H.S,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,38,Puerto-Rico,<=50
39,Self-emp-not-inc,208109,H.S,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,>50
58,Private,116901,H.S,9,Divorced,Other-service,Unmarried,White,Female,0,0,25,United-States,<=50
36,Self-emp-not-inc,405644,H.S,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,Mexico,<=50
33,Federal-gov,293550,s-c,10,Married-civ-spouse,Tech-support,Wife,White,Female,4064,0,40,United-States,<=50
42,Local-gov,328581,Msc,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States,<=50
31,Private,217962,s-c,10,Never-married,Protective-serv,Other-relative,Black,Male,0,0,40,?,<=50
57,Private,158827,H.S,9,Separated,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50
67,Federal-gov,65475,H.S,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,>50
23,Private,159709,H.S,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50
35,Private,140474,s-c,10,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50
43,Private,144778,Bsc,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,Italy,>50
39,Self-emp-not-inc,83242,s-c,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,<=50
36,Private,143385,H.S,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50
29,Local-gov,167544,Ass-ac,12,Divorced,Other-service,Unmarried,White,Female,0,0,13,United-States,<=50
25,Private,122175,H.S,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50
54,Private,378747,10th,6,Separated,Transport-moving,Unmarried,Black,Male,0,0,45,United-States,>50
24,Private,230475,H.S,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,44,United-States,<=50
50,Self-emp-inc,120781,Bsc,13,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,60,South,>50
70,Private,206232,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,<=50
61,Private,298400,Bsc,13,Divorced,Sales,Not-in-family,Black,Male,4787,0,48,United-States,>50
51,Federal-gov,163671,Bsc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,40,United-States,<=50
38,Self-emp-not-inc,140583,Msc,14,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,70,United-States,<=50
51,Private,137253,H.S,9,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,>50
28,Private,246974,H.S,9,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50
66,Self-emp-not-inc,182470,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,25,United-States,>50
57,Self-emp-inc,107617,H.S,9,Separated,Farming-fishing,Not-in-family,White,Male,0,0,60,United-States,>50
44,Self-emp-inc,116358,Bsc,13,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,50,?,>50
29,Private,250819,s-c,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50
21,Private,196508,s-c,10,Never-married,Sales,Own-child,Black,Female,0,0,40,United-States,<=50
42,Private,367533,10th,6,Married-civ-spouse,Craft-repair,Own-child,Other,Male,0,0,43,United-States,>50
74,Private,188709,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,50,United-States,>50
50,Private,271160,s-c,10,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50
65,Private,173674,H.S,9,Divorced,Other-service,Other-relative,White,Female,0,0,14,United-States,<=50
64,?,257790,H.S,9,Divorced,?,Unmarried,White,Female,0,0,38,United-States,<=50
44,Private,322391,11th,7,Separated,Other-service,Unmarried,Black,Female,0,0,30,United-States,<=50
34,Private,209691,Ass-vc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,4386,0,50,United-States,>50
17,Private,104232,10th,6,Never-married,Other-service,Own-child,White,Male,0,0,10,United-States,<=50
17,?,86786,10th,6,Never-married,?,Own-child,White,Female,0,0,40,United-States,<=50
43,Private,88233,s-c,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,<=50
32,Private,240888,Ass-ac,12,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50
54,Private,169719,Bsc,13,Married-civ-spouse,Sales,Husband,White,Male,3103,0,40,United-States,>50
20,Private,129240,s-c,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,20,United-States,<=50
23,Private,160968,s-c,10,Never-married,Prof-specialty,Own-child,White,Male,0,0,10,United-States,<=50
34,Private,236861,H.S,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,45,United-States,<=50
30,Private,109282,s-c,10,Never-married,Sales,Own-child,White,Male,0,0,20,United-States,<=50
32,Private,215047,07-Aug,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50
40,Private,115932,Bsc,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,Ireland,>50
28,Private,55360,s-c,10,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,40,United-States,<=50
44,Private,224658,H.S,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,>50
29,Local-gov,376302,Ass-vc,11,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,35,Nicaragua,>50
28,Private,183597,Dr,16,Never-married,Prof-specialty,Not-in-family,White,Male,594,0,50,Germany,<=50
37,Private,115289,s-c,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50
56,Self-emp-inc,258883,s-c,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50
27,Private,69132,Bsc,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50
34,Private,207301,H.S,9,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,20,United-States,<=50
37,Private,179671,H.S,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50
66,Self-emp-not-inc,140456,Bsc,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50
19,Private,327397,H.S,9,Never-married,Prof-specialty,Own-child,White,Male,0,0,30,United-States,<=50
60,Private,200235,Ass-vc,11,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50
54,Self-emp-not-inc,108435,s-c,10,Married-civ-spouse,Transport-moving,Husband,White,Male,2829,0,30,United-States,<=50
47,Private,195978,H.S,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50
47,Private,329144,s-c,10,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,48,United-States,>50
48,Self-emp-inc,250674,Ass-vc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,<=50
57,?,176897,H.S,9,Married-civ-spouse,?,Husband,White,Male,0,0,60,United-States,<=50
50,Self-emp-inc,132716,s-c,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,Germany,>50
62,Private,174201,9th,5,Widowed,Other-service,Unmarried,Black,Female,0,0,25,United-States,<=50
45,Private,167617,s-c,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50
55,Local-gov,254949,H.S,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50
62,Private,319582,H.S,9,Widowed,Sales,Not-in-family,White,Female,0,0,32,United-States,<=50
25,Private,248990,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Guatemala,<=50
49,Private,144396,11th,7,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,38,United-States,<=50
32,State-gov,200469,s-c,10,Never-married,Protective-serv,Unmarried,Black,Female,3887,0,40,United-States,<=50
25,Federal-gov,55636,H.S,9,Never-married,Handlers-cleaners,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50
39,Private,185624,s-c,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,<=50
27,Local-gov,125442,s-c,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50
43,Private,160943,H.S,9,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,United-States,>50
30,Private,243841,H.S,9,Divorced,Other-service,Other-relative,Asian-Pac-Islander,Female,0,0,40,South,<=50
21,Private,34616,s-c,10,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,<=50
33,Private,235847,Prof-school,15,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,>50
33,Private,174789,s-c,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,50,United-States,<=50
33,Private,280111,11th,7,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,38,United-States,<=50
70,Private,236055,07-Aug,4,Widowed,Other-service,Not-in-family,White,Female,0,0,35,United-States,<=50
25,Private,237865,s-c,10,Never-married,Other-service,Own-child,Black,Male,0,0,42,United-States,<=50
17,Private,194612,11th,7,Never-married,Other-service,Own-child,White,Male,0,0,25,United-States,<=50
20,Private,173851,s-c,10,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,<=50
19,Private,372483,s-c,10,Never-married,Other-service,Other-relative,Black,Male,0,0,35,United-States,<=50
71,Federal-gov,422149,s-c,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,20051,0,40,United-States,>50
31,Private,174201,Ass-ac,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50
26,Private,272618,Bsc,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,<=50
52,Private,74660,Msc,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50
26,Private,201481,Bsc,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50
38,Private,175232,H.S,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,45,United-States,<=50
25,Private,336440,s-c,10,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50
22,Private,46645,Bsc,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,9,United-States,<=50
48,State-gov,31141,s-c,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,1902,40,United-States,>50
53,Private,281425,H.S,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50
30,Self-emp-not-inc,31510,Ass-ac,12,Divorced,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,<=50
44,Private,310255,s-c,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,>50
32,Federal-gov,82393,Bsc,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,56,United-States,>50
59,Self-emp-not-inc,190514,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,20,United-States,<=50
49,Private,165513,s-c,10,Divorced,Handlers-cleaners,Unmarried,Black,Female,0,0,40,United-States,<=50
65,?,178931,H.S,9,Married-civ-spouse,?,Husband,Amer-Indian-Eskimo,Male,3818,0,40,United-States,<=50
31,Private,226696,H.S,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,>50
53,Private,195813,5th-6th,3,Married-civ-spouse,Craft-repair,Husband,Other,Male,5178,0,40,Puerto-Rico,>50
44,Private,165815,9th,5,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50
36,Private,123983,Bsc,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,55,Japan,>50
36,Private,235371,H.S,9,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50
37,Private,147258,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,>50
63,?,222289,Bsc,13,Married-civ-spouse,?,Husband,White,Male,7688,0,54,United-States,>50
67,Self-emp-inc,171564,H.S,9,Married-civ-spouse,Prof-specialty,Wife,White,Female,20051,0,30,England,>50
29,Private,255949,Bsc,13,Never-married,Sales,Unmarried,Black,Male,0,0,40,United-States,<=50
52,Private,186272,H.S,9,Divorced,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50
37,Private,282872,H.S,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1628,40,United-States,<=50
21,Private,111676,s-c,10,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50
36,Private,199501,s-c,10,Divorced,Exec-managerial,Unmarried,Black,Female,0,0,38,United-States,<=50
24,Private,151443,H.S,9,Never-married,Machine-op-inspct,Other-relative,Black,Female,0,0,30,United-States,<=50
31,Private,145935,H.S,9,Never-married,Exec-managerial,Own-child,Black,Male,0,0,40,United-States,<=50
54,Federal-gov,230387,H.S,9,Widowed,Adm-clerical,Unmarried,White,Female,0,0,35,United-States,<=50
44,Private,127592,Bsc,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50
18,Private,210828,s-c,10,Never-married,Handlers-cleaners,Own-child,Other,Male,0,0,30,United-States,<=50
41,Private,297186,H.S,9,Married-civ-spouse,Transport-moving,Wife,White,Female,0,0,40,United-States,<=50
37,Self-emp-inc,116554,Msc,14,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,70,United-States,<=50
30,Private,144593,H.S,9,Never-married,Other-service,Not-in-family,Black,Male,0,0,40,?,<=50
26,State-gov,147719,Bsc,13,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,20,India,<=50
68,Self-emp-not-inc,89011,Dr,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,Canada,<=50
31,Private,38158,s-c,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50
48,Private,178686,H.S,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50
80,?,172826,H.S,9,Married-civ-spouse,?,Husband,White,Male,0,0,8,United-States,<=50
26,Private,155752,s-c,10,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,<=50
63,Private,100099,9th,5,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50
19,Private,231688,s-c,10,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,20,United-States,<=50
30,?,147215,s-c,10,Never-married,?,Own-child,White,Female,0,0,30,United-States,<=50
42,Self-emp-inc,50122,H.S,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,<=50
64,Federal-gov,86837,Ass-ac,12,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,>50
32,Private,113364,Bsc,13,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50
50,Private,289390,H.S,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,47,United-States,<=50
73,Private,77884,H.S,9,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines,<=50
32,Private,390157,Bsc,13,Never-married,Prof-specialty,Not-in-family,Black,Female,0,0,40,United-States,<=50
53,Private,89587,s-c,10,Married-civ-spouse,Transport-moving,Husband,White,Male,7298,0,45,United-States,>50
58,Private,234328,Bsc,13,Divorced,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50
37,Local-gov,365430,s-c,10,Married-civ-spouse,Craft-repair,Husband,White,Male,5178,0,40,United-States,>50
24,Private,410439,s-c,10,Never-married,Craft-repair,Own-child,White,Male,0,0,15,United-States,<=50
